date,value
1994-02-23,2524.3513
1994-03-02,2531.6935
1994-03-09,2512.7153
1994-03-16,2524.8857
1994-03-23,2520.9858
1994-03-30,2507.5554
1994-04-06,2512.3388
1994-04-13,2506.5984
1994-04-20,2499.4901
1994-04-27,2509.6886
1994-05-04,2513.8143
1994-05-11,2523.8944
1994-05-18,2504.8133
1994-05-25,2524.5829
1994-06-01,2534.9003
1994-06-08,2513.0514
1994-06-15,2539.2467
1994-06-22,2508.1494
1994-06-29,2494.6595
1994-07-06,2527.0959
1994-07-13,2522.2913
1994-07-20,2520.5374
1994-07-27,2527.9275
1994-08-03,2516.8818
1994-08-10,2522.3557
1994-08-17,2516.1696
1994-08-24,2532.2863
1994-08-31,2519.4967
1994-09-07,2524.3757
1994-09-14,2523.7377
1994-09-21,2522.6901
1994-09-28,2519.834
1994-10-05,2530.2372
1994-10-12,2535.4997
1994-10-19,2515.9329
1994-10-26,2534.9807
1994-11-02,2525.0762
1994-11-09,2516.9527
1994-11-16,2528.3518
1994-11-23,2539.6059
1994-11-30,2517.6366
1994-12-07,2532.739
1994-12-14,2526.2737
1994-12-21,2529.1753
1994-12-28,2534.5079
1995-01-04,2551.5602
1995-01-11,2537.5687
1995-01-18,2538.8659
1995-01-25,2544.4913
1995-02-01,2556.4689
1995-02-08,2534.8709
1995-02-15,2545.0037
1995-02-22,2543.3787
1995-03-01,2565.1787
1995-03-08,2536.9766
1995-03-15,2570.7566
1995-03-22,2545.0667
1995-03-29,2536.3453
1995-04-05,2546.7006
1995-04-12,2548.7806
1995-04-19,2547.4647
1995-04-26,2566.7999
1995-05-03,2559.4352
1995-05-10,2567.9139
1995-05-17,2563.5894
1995-05-24,2580.0775
1995-05-31,2580.855
1995-06-07,2591.9023
1995-06-14,2589.1458
1995-06-21,2593.1431
1995-06-28,2579.8034
1995-07-05,2611.6674
1995-07-12,2608.1896
1995-07-19,2605.554
1995-07-26,2634.3575
1995-08-02,2623.3435
1995-08-09,2622.5182
1995-08-16,2624.7127
1995-08-23,2631.4259
1995-08-30,2606.3888
1995-09-06,2637.9616
1995-09-13,2620.3052
1995-09-20,2636.1977
1995-09-27,2632.8527
1995-10-04,2641.7102
1995-10-11,2647.9918
1995-10-18,2621.6364
1995-10-25,2649.1642
1995-11-01,2663.0062
1995-11-08,2630.6187
1995-11-15,2650.9145
1995-11-22,2642.9867
1995-11-29,2608.0768
1995-12-06,2644.2163
1995-12-13,2638.2951
1995-12-20,2650.8393
1995-12-27,2654.1407
1996-01-03,2684.4171
1996-01-10,2683.7801
1996-01-17,2687.2355
1996-01-24,2668.7252
1996-01-31,2684.1577
1996-02-07,2676.5752
1996-02-14,2672.9031
1996-02-21,2685.3492
1996-02-28,2669.8383
1996-03-06,2683.8194
1996-03-13,2692.179
1996-03-20,2696.7535
1996-03-27,2694.681
1996-04-03,2704.1105
1996-04-10,2698.3028
1996-04-17,2695.6103
1996-04-24,2714.197
1996-05-01,2714.7858
1996-05-08,2711.7654
1996-05-15,2734.891
1996-05-22,2723.7927
1996-05-29,2705.5806
1996-06-05,2724.2927
1996-06-12,2718.8279
1996-06-19,2720.935
1996-06-26,2731.4157
1996-07-03,2723.4425
1996-07-10,2731.8691
1996-07-17,2733.99
1996-07-24,2744.4981
1996-07-31,2743.4872
1996-08-07,2738.5751
1996-08-14,2743.6346
1996-08-21,2745.2513
1996-08-28,2743.7086
1996-09-04,2774.4094
1996-09-11,2742.259
1996-09-18,2768.2999
1996-09-25,2769.749
1996-10-02,2783.5726
1996-10-09,2769.7347
1996-10-16,2815.6039
1996-10-23,2808.3256
1996-10-30,2783.9399
1996-11-06,2793.1332
1996-11-13,2814.2857
1996-11-20,2789.6735
1996-11-27,2831.9522
1996-12-04,2824.9284
1996-12-11,2828.9725
1996-12-18,2810.516
1996-12-25,2852.0942
1997-01-01,2854.2821
1997-01-08,2842.9835
1997-01-15,2841.7617
1997-01-22,2854.98
1997-01-29,2843.1516
1997-02-05,2863.9638
1997-02-12,2857.0733
1997-02-19,2876.8008
1997-02-26,2861.4456
1997-03-05,2892.8441
1997-03-12,2890.2976
1997-03-19,2883.6306
1997-03-26,2904.125
1997-04-02,2895.6599
1997-04-09,2907.5839
1997-04-16,2917.8316
1997-04-23,2915.3935
1997-04-30,2927.4874
1997-05-07,2917.6309
1997-05-14,2920.4173
1997-05-21,2916.5377
1997-05-28,2936.5885
1997-06-04,2931.4694
1997-06-11,2947.4042
1997-06-18,2945.5557
1997-06-25,2980.4657
1997-07-02,2968.1192
1997-07-09,2976.7005
1997-07-16,2984.9454
1997-07-23,2992.8295
1997-07-30,2980.4588
1997-08-06,3002.5577
1997-08-13,2995.2972
1997-08-20,3014.6358
1997-08-27,3016.8423
1997-09-03,3041.0466
1997-09-10,3003.1603
1997-09-17,3026.4784
1997-09-24,3018.5379
1997-10-01,3061.6086
1997-10-08,3027.0503
1997-10-15,3061.7485
1997-10-22,3041.5279
1997-10-29,3042.0282
1997-11-05,3059.2528
1997-11-12,3090.5708
1997-11-19,3038.7389
1997-11-26,3087.7605
1997-12-03,3068.8854
1997-12-10,3079.8658
1997-12-17,3073.4785
1997-12-24,3097.2716
1997-12-31,3074.4623
1998-01-07,3084.1897
1998-01-14,3073.7737
1998-01-21,3090.6204
1998-01-28,3080.1716
1998-02-04,3099.6389
1998-02-11,3108.0003
1998-02-18,3127.0044
1998-02-25,3118.1429
1998-03-04,3146.0464
1998-03-11,3152.2269
1998-03-18,3150.4284
1998-03-25,3168.8457
1998-04-01,3197.9341
1998-04-08,3160.8367
1998-04-15,3182.7338
1998-04-22,3152.2346
1998-04-29,3136.11
1998-05-06,3157.2612
1998-05-13,3169.1977
1998-05-20,3162.895
1998-05-27,3182.2981
1998-06-03,3171.3448
1998-06-10,3202.3285
1998-06-17,3183.8566
1998-06-24,3199.072
1998-07-01,3209.4693
1998-07-08,3169.179
1998-07-15,3198.4518
1998-07-22,3189.4727
1998-07-29,3182.4046
1998-08-05,3217.6233
1998-08-12,3211.6577
1998-08-19,3208.4778
1998-08-26,3222.9351
1998-09-02,3227.6851
1998-09-09,3237.7721
1998-09-16,3241.5566
1998-09-23,3228.7352
1998-09-30,3254.5384
1998-10-07,3240.091
1998-10-14,3270.568
1998-10-21,3262.093
1998-10-28,3268.5479
1998-11-04,3277.2032
1998-11-11,3283.8476
1998-11-18,3278.3003
1998-11-25,3312.2269
1998-12-02,3292.4645
1998-12-09,3294.8062
1998-12-16,3290.2314
1998-12-23,3304.5109
1998-12-30,3282.9757
1999-01-06,3313.4699
1999-01-13,3303.807
1999-01-20,3317.3036
1999-01-27,3305.4472
1999-02-03,3315.6195
1999-02-10,3309.6118
1999-02-17,3327.7161
1999-02-24,3296.7897
1999-03-03,3334.1151
1999-03-10,3318.5631
1999-03-17,3322.6783
1999-03-24,3319.4046
1999-03-31,3327.0983
1999-04-07,3315.0669
1999-04-14,3339.5371
1999-04-21,3327.0218
1999-04-28,3323.1056
1999-05-05,3338.1212
1999-05-12,3338.0627
1999-05-19,3331.6908
1999-05-26,3338.776
1999-06-02,3349.0494
1999-06-09,3337.8609
1999-06-16,3337.6248
1999-06-23,3358.6248
1999-06-30,3349.1277
1999-07-07,3361.5849
1999-07-14,3363.8209
1999-07-21,3349.5419
1999-07-28,3345.902
1999-08-04,3352.3207
1999-08-11,3353.9687
1999-08-18,3347.4301
1999-08-25,3363.5589
1999-09-01,3363.9439
1999-09-08,3367.5258
1999-09-15,3383.3419
1999-09-22,3367.6227
1999-09-29,3368.3684
1999-10-06,3386.4669
1999-10-13,3394.4257
1999-10-20,3394.8784
1999-10-27,3407.1268
1999-11-03,3416.5884
1999-11-10,3412.2137
1999-11-17,3414.6034
1999-11-24,3455.7173
1999-12-01,3465.3699
1999-12-08,3464.22
1999-12-15,3489.5949
1999-12-22,3488.6203
1999-12-29,3458.7574
2000-01-05,3466.1881
2000-01-12,3473.174
2000-01-19,3488.6908
2000-01-26,3489.7983
2000-02-02,3488.9251
2000-02-09,3491.3595
2000-02-16,3490.1075
2000-02-23,3505.5727
2000-03-01,3532.0479
2000-03-08,3505.0246
2000-03-15,3541.6518
2000-03-22,3532.3412
2000-03-29,3500.6476
2000-04-05,3545.8362
2000-04-12,3540.1971
2000-04-19,3564.4816
2000-04-26,3573.3799
2000-05-03,3563.9289
2000-05-10,3574.4904
2000-05-17,3564.893
2000-05-24,3577.8805
2000-05-31,3582.9531
2000-06-07,3593.6205
2000-06-14,3600.8624
2000-06-21,3605.1697
2000-06-28,3576.1524
2000-07-05,3625.4808
2000-07-12,3613.4882
2000-07-19,3619.9306
2000-07-26,3639.3521
2000-08-02,3634.5677
2000-08-09,3650.3071
2000-08-16,3655.9051
2000-08-23,3671.134
2000-08-30,3634.1474
2000-09-06,3685.345
2000-09-13,3659.3299
2000-09-20,3678.6574
2000-09-27,3649.8681
2000-10-04,3671.5937
2000-10-11,3681.244
2000-10-18,3662.7115
2000-10-25,3686.7745
2000-11-01,3690.9442
2000-11-08,3665.2588
2000-11-15,3674.8704
2000-11-22,3691.2793
2000-11-29,3643.9156
2000-12-06,3697.773
2000-12-13,3702.0469
2000-12-20,3721.3548
2000-12-27,3739.8965
2001-01-03,3778.3157
2001-01-10,3757.1876
2001-01-17,3764.9908
2001-01-24,3736.4517
2001-01-31,3765.3365
2001-02-07,3751.7032
2001-02-14,3761.1856
2001-02-21,3781.5433
2001-02-28,3801.6997
2001-03-07,3783.8838
2001-03-14,3812.215
2001-03-21,3790.46
2001-03-28,3818.4335
2001-04-04,3840.083
2001-04-11,3837.3613
2001-04-18,3842.4884
2001-04-25,3859.6738
2001-05-02,3835.6467
2001-05-09,3837.7001
2001-05-16,3863.7173
2001-05-23,3887.7803
2001-05-30,3890.9607
2001-06-06,3877.5141
2001-06-13,3884.6892
2001-06-20,3875.168
2001-06-27,3880.8264
2001-07-04,3912.5225
2001-07-11,3885.4021
2001-07-18,3874.6017
2001-07-25,3902.7435
2001-08-01,3929.935
2001-08-08,3899.709
2001-08-15,3907.4441
2001-08-22,3908.7912
2001-08-29,3895.5998
2001-09-05,3963.9224
2001-09-12,4206.0208
2001-09-19,4023.5223
2001-09-26,3970.0876
2001-10-03,3987.5572
2001-10-10,3986.3006
2001-10-17,3969.1339
2001-10-24,3993.4312
2001-10-31,4016.3347
2001-11-07,3991.5615
2001-11-14,4063.0154
2001-11-21,4031.948
2001-11-28,4010.6886
2001-12-05,4068.4758
2001-12-12,4082.6102
2001-12-19,4070.044
2001-12-26,4087.5412
2002-01-02,4084.587
2002-01-09,4092.608
2002-01-16,4066.3402
2002-01-23,4113.6783
2002-01-30,4100.6627
2002-02-06,4118.9915
2002-02-13,4122.3005
2002-02-20,4134.5518
2002-02-27,4119.3554
2002-03-06,4125.0044
2002-03-13,4129.666
2002-03-20,4134.8883
2002-03-27,4169.1105
2002-04-03,4148.2959
2002-04-10,4150.2995
2002-04-17,4140.7084
2002-04-24,4134.1206
2002-05-01,4165.0668
2002-05-08,4158.408
2002-05-15,4184.7356
2002-05-22,4172.7963
2002-05-29,4159.4119
2002-06-05,4158.3068
2002-06-12,4162.2338
2002-06-19,4167.4197
2002-06-26,4205.9075
2002-07-03,4195.0265
2002-07-10,4189.7541
2002-07-17,4214.5993
2002-07-24,4228.7953
2002-07-31,4230.4313
2002-08-07,4229.2696
2002-08-14,4255.43
2002-08-21,4250.1431
2002-08-28,4251.7946
2002-09-04,4293.7976
2002-09-11,4258.0628
2002-09-18,4267.2597
2002-09-25,4265.2166
2002-10-02,4324.8979
2002-10-09,4298.4288
2002-10-16,4347.119
2002-10-23,4342.0429
2002-10-30,4345.7838
2002-11-06,4345.1805
2002-11-13,4368.0237
2002-11-20,4336.903
2002-11-27,4388.0621
2002-12-04,4359.7982
2002-12-11,4351.9148
2002-12-18,4337.5844
2002-12-25,4377.0885
2003-01-01,4332.1041
2003-01-08,4343.383
2003-01-15,4381.1381
2003-01-22,4392.8206
2003-01-29,4389.9742
2003-02-05,4428.6052
2003-02-12,4417.8593
2003-02-19,4415.7113
2003-02-26,4403.8779
2003-03-05,4447.686
2003-03-12,4441.6117
2003-03-19,4437.3876
2003-03-26,4434.6175
2003-04-02,4449.8051
2003-04-09,4411.7376
2003-04-16,4435.1868
2003-04-23,4456.311
2003-04-30,4513.5624
2003-05-07,4473.3901
2003-05-14,4509.3635
2003-05-21,4486.4686
2003-05-28,4511.2487
2003-06-04,4515.017
2003-06-11,4533.3188
2003-06-18,4530.6247
2003-06-25,4563.0264
2003-07-02,4569.5797
2003-07-09,4561.18
2003-07-16,4586.797
2003-07-23,4599.5039
2003-07-30,4592.3562
2003-08-06,4624.2619
2003-08-13,4637.6039
2003-08-20,4613.9387
2003-08-27,4602.6899
2003-09-03,4638.2802
2003-09-10,4586.5442
2003-09-17,4604.9713
2003-09-24,4604.341
2003-10-01,4624.5717
2003-10-08,4558.5776
2003-10-15,4600.5104
2003-10-22,4580.9963
2003-10-29,4560.0885
2003-11-05,4592.6212
2003-11-12,4628.4431
2003-11-19,4571.0307
2003-11-26,4629.2734
2003-12-03,4597.5502
2003-12-10,4625.7721
2003-12-17,4619.9324
2003-12-24,4649.214
2003-12-31,4629.3129
2004-01-07,4646.1505
2004-01-14,4658.6333
2004-01-21,4658.8575
2004-01-28,4670.0832
2004-02-04,4690.0815
2004-02-11,4700.6365
2004-02-18,4724.6965
2004-02-25,4710.0041
2004-03-03,4749.5855
2004-03-10,4747.9458
2004-03-17,4764.9256
2004-03-24,4798.3225
2004-03-31,4794.0426
2004-04-07,4799.3558
2004-04-14,4821.294
2004-04-21,4825.566
2004-04-28,4832.8328
2004-05-05,4890.637
2004-05-12,4905.1288
2004-05-19,4908.0448
2004-05-26,4913.0828
2004-06-02,4915.7693
2004-06-09,4940.7456
2004-06-16,4929.5335
2004-06-23,4962.6827
2004-06-30,4937.0246
2004-07-07,4978.1693
2004-07-14,4991.2906
2004-07-21,4995.5185
2004-07-28,4993.6647
2004-08-04,5002.3469
2004-08-11,5004.9012
2004-08-18,4981.7409
2004-08-25,5023.4639
2004-09-01,5035.0027
2004-09-08,5030.5166
2004-09-15,5059.3856
2004-09-22,5052.5314
2004-09-29,5026.9536
2004-10-06,5048.0025
2004-10-13,5066.0962
2004-10-20,5072.9832
2004-10-27,5085.8085
2004-11-03,5095.086
2004-11-10,5102.3519
2004-11-17,5105.6844
2004-11-24,5158.8106
2004-12-01,5162.2342
2004-12-08,5145.9164
2004-12-15,5168.6902
2004-12-22,5170.7888
2004-12-29,5130.28
2005-01-05,5174.8864
2005-01-12,5191.9379
2005-01-19,5204.0332
2005-01-26,5193.0662
2005-02-02,5207.1314
2005-02-09,5206.5833
2005-02-16,5199.1228
2005-02-23,5259.5636
2005-03-02,5237.7688
2005-03-09,5226.5498
2005-03-16,5255.2901
2005-03-23,5264.0363
2005-03-30,5254.3519
2005-04-06,5277.7017
2005-04-13,5297.4458
2005-04-20,5293.1013
2005-04-27,5285.7146
2005-05-04,5285.0422
2005-05-11,5302.2388
2005-05-18,5287.6483
2005-05-25,5331.3246
2005-06-01,5354.2669
2005-06-08,5362.8057
2005-06-15,5378.2171
2005-06-22,5390.4282
2005-06-29,5352.9591
2005-07-06,5386.6218
2005-07-13,5381.8919
2005-07-20,5412.2543
2005-07-27,5416.3666
2005-08-03,5426.4245
2005-08-10,5434.2776
2005-08-17,5463.8996
2005-08-24,5499.3902
2005-08-31,5497.2606
2005-09-07,5504.8215
2005-09-14,5518.4292
2005-09-21,5499.8188
2005-09-28,5500.2336
2005-10-05,5517.8594
2005-10-12,5543.3034
2005-10-19,5525.6247
2005-10-26,5542.0254
2005-11-02,5542.9306
2005-11-09,5530.8786
2005-11-16,5552.6989
2005-11-23,5583.1
2005-11-30,5565.319
2005-12-07,5575.3486
2005-12-14,5580.483
2005-12-21,5602.161
2005-12-28,5607.3681
2006-01-04,5654.6005
2006-01-11,5621.3474
2006-01-18,5628.3765
2006-01-25,5646.4751
2006-02-01,5664.3397
2006-02-08,5646.5015
2006-02-15,5680.2198
2006-02-22,5681.2521
2006-03-01,5711.3446
2006-03-08,5674.2292
2006-03-15,5725.6865
2006-03-22,5719.3003
2006-03-29,5711.5828
2006-04-05,5746.8843
2006-04-12,5775.1841
2006-04-19,5772.374
2006-04-26,5786.3194
2006-05-03,5786.7567
2006-05-10,5774.3579
2006-05-17,5771.9536
2006-05-24,5800.2223
2006-05-31,5813.4825
2006-06-07,5798.7064
2006-06-14,5820.6412
2006-06-21,5824.8859
2006-06-28,5821.1046
2006-07-05,5865.9668
2006-07-12,5864.4027
2006-07-19,5864.3575
2006-07-26,5853.3241
2006-08-02,5860.996
2006-08-09,5835.7269
2006-08-16,5878.9607
2006-08-23,5913.735
2006-08-30,5880.8716
2006-09-06,5926.554
2006-09-13,5922.1519
2006-09-20,5907.7904
2006-09-27,5904.9151
2006-10-04,6028.3648
2006-10-11,6030.1703
2006-10-18,6003.778
2006-10-25,6023.7993
2006-11-01,6043.207
2006-11-08,6028.9414
2006-11-15,6066.2809
2006-11-22,6098.8836
2006-11-29,6067.1104
2006-12-06,6095.7531
2006-12-13,6098.4236
2006-12-20,6101.2718
2006-12-27,6103.3091
2007-01-03,6126.9772
2007-01-10,6119.987
2007-01-17,6149.5456
2007-01-24,6148.963
2007-01-31,6163.5916
2007-02-07,6150.0798
2007-02-14,6175.7242
2007-02-21,6180.2899
2007-02-28,6219.9932
2007-03-07,6207.5204
2007-03-14,6176.6775
2007-03-21,6177.6565
2007-03-28,6213.5479
2007-04-04,6250.0615
2007-04-11,6257.4363
2007-04-18,6267.1664
2007-04-25,6287.1778
2007-05-02,6285.2527
2007-05-09,6283.5535
2007-05-16,6294.1532
2007-05-23,6315.5376
2007-05-30,6272.6019
2007-06-06,6281.9073
2007-06-13,6279.1049
2007-06-20,6281.1241
2007-06-27,6304.5101
2007-07-04,6330.6765
2007-07-11,6313.7499
2007-07-18,6303.1663
2007-07-25,6340.0949
2007-08-01,6366.2142
2007-08-08,6353.3037
2007-08-15,6399.3566
2007-08-22,6405.8226
2007-08-29,6378.3479
2007-09-05,6443.8556
2007-09-12,6432.7586
2007-09-19,6445.3185
2007-09-26,6452.6842
2007-10-03,6467.254
2007-10-10,6480.8527
2007-10-17,6556.7934
2007-10-24,6632.3225
2007-10-31,6656.7661
2007-11-07,6640.8744
2007-11-14,6711.079
2007-11-21,6676.9116
2007-11-28,6645.397
2007-12-05,6692.6295
2007-12-12,6665.6824
2007-12-19,6663.644
2007-12-26,6684.6362
2008-01-02,6695.7921
2008-01-09,6683.0096
2008-01-16,6695.9603
2008-01-23,6725.2713
2008-01-30,6727.3626
2008-02-06,6772.2843
2008-02-13,6778.2869
2008-02-20,6792.1617
2008-02-27,6759.1356
2008-03-05,6811.305
2008-03-12,6831.1256
2008-03-19,6850.7788
2008-03-26,6828.7132
2008-04-02,6841.7234
2008-04-09,6843.7906
2008-04-16,6869.9782
2008-04-23,6880.0742
2008-04-30,6822.8781
2008-05-07,6795.5974
2008-05-14,6837.6858
2008-05-21,6853.9028
2008-05-28,6838.228
2008-06-04,6845.2893
2008-06-11,6862.0772
2008-06-18,6853.1756
2008-06-25,6871.3832
2008-07-02,6843.4221
2008-07-09,6847.6976
2008-07-16,6895.9353
2008-07-23,6885.5866
2008-07-30,6830.0668
2008-08-06,6858.1084
2008-08-13,6861.627
2008-08-20,6871.8791
2008-08-27,6869.7748
2008-09-03,6914.6096
2008-09-10,6901.1258
2008-09-17,7112.8726
2008-09-24,7105.5696
2008-10-01,7259.845
2008-10-08,7154.4815
2008-10-15,7166.8027
2008-10-22,7137.7466
2008-10-29,7089.601
2008-11-05,7105.6725
2008-11-12,7109.1356
2008-11-19,7033.2991
2008-11-26,7107.509
2008-12-03,7126.4727
2008-12-10,7213.2157
2008-12-17,7221.524
2008-12-24,7253.0914
2008-12-31,7237.306
2009-01-07,7242.2778
2009-01-14,7281.2037
2009-01-21,7297.4574
2009-01-28,7260.5321
2009-02-04,7266.082
2009-02-11,7255.8662
2009-02-18,7251.9136
2009-02-25,7256.5466
2009-03-04,7282.3608
2009-03-11,7289.6103
2009-03-18,7261.2509
2009-03-25,7321.0635
2009-04-01,7323.2634
2009-04-08,7300.0699
2009-04-15,7326.1872
2009-04-22,7341.2801
2009-04-29,7365.0765
2009-05-06,7417.5755
2009-05-13,7453.8747
2009-05-20,7441.5048
2009-05-27,7461.9843
2009-06-03,7487.021
2009-06-10,7516.2563
2009-06-17,7534.4065
2009-06-24,7526.1304
2009-07-01,7504.9294
2009-07-08,7482.846
2009-07-15,7505.996
2009-07-22,7493.8858
2009-07-29,7486.1603
2009-08-05,7535.6006
2009-08-12,7537.7548
2009-08-19,7505.5894
2009-08-26,7539.38
2009-09-02,7545.8827
2009-09-09,7550.5459
2009-09-16,7561.8628
2009-09-23,7564.3068
2009-09-30,7557.7711
2009-10-07,7568.5082
2009-10-14,7625.4102
2009-10-21,7596.4235
2009-10-28,7581.1039
2009-11-04,7652.2648
2009-11-11,7645.891
2009-11-18,7632.2882
2009-11-25,7705.9843
2009-12-02,7705.5693
2009-12-09,7707.4878
2009-12-16,7701.5625
2009-12-23,7716.5219
2009-12-30,7649.9745
2010-01-06,7664.2247
2010-01-13,7670.5458
2010-01-20,7673.1942
2010-01-27,7689.2791
2010-02-03,7695.365
2010-02-10,7685.2647
2010-02-17,7724.5778
2010-02-24,7700.5971
2010-03-03,7697.4435
2010-03-10,7678.2211
2010-03-17,7704.2874
2010-03-24,7696.3159
2010-03-31,7690.961
2010-04-07,7671.4188
2010-04-14,7703.6279
2010-04-21,7703.4613
2010-04-28,7704.3703
2010-05-05,7695.1062
2010-05-12,7688.7832
2010-05-19,7659.9441
2010-05-26,7672.3153
2010-06-02,7670.7207
2010-06-09,7687.0651
2010-06-16,7683.6737
2010-06-23,7709.7653
2010-06-30,7679.6343
2010-07-07,7690.3098
2010-07-14,7726.629
2010-07-21,7728.1145
2010-07-28,7741.5844
2010-08-04,7761.6161
2010-08-11,7762.1449
2010-08-18,7734.6378
2010-08-25,7799.0325
2010-09-01,7800.0984
2010-09-08,7800.0695
2010-09-15,7817.1826
2010-09-22,7784.1705
2010-09-29,7776.2663
2010-10-06,7816.8196
2010-10-13,7823.6449
2010-10-20,7840.049
2010-10-27,7858.2911
2010-11-03,7861.2628
2010-11-10,7866.1681
2010-11-17,7896.5044
2010-11-24,7905.3617
2010-12-01,7883.4209
2010-12-08,7878.8606
2010-12-15,7878.9356
2010-12-22,7870.0951
2010-12-29,7848.517
2011-01-05,7883.6536
2011-01-12,7902.6651
2011-01-19,7883.0903
2011-01-26,7910.6767
2011-02-02,7898.9623
2011-02-09,7913.676
2011-02-16,7927.9528
2011-02-23,7958.3862
2011-03-02,7976.7802
2011-03-09,7979.8842
2011-03-16,7988.7231
2011-03-23,8001.3475
2011-03-30,7996.3711
2011-04-06,8045.9703
2011-04-13,8055.4384
2011-04-20,8075.3315
2011-04-27,8096.7184
2011-05-04,8138.4559
2011-05-11,8163.1348
2011-05-18,8130.5952
2011-05-25,8191.9362
2011-06-01,8202.7117
2011-06-08,8158.7697
2011-06-15,8167.4823
2011-06-22,8228.5753
2011-06-29,8219.8197
2011-07-06,8255.4362
2011-07-13,8257.8327
2011-07-20,8237.7834
2011-07-27,8327.0063
2011-08-03,8350.4639
2011-08-10,8350.464
2011-08-17,8350.2128
2011-08-24,8349.0223
2011-08-31,8357.2215
2011-09-07,8357.4509
2011-09-14,8379.718
2011-09-21,8384.3137
2011-09-28,8389.0811
2011-10-05,8395.5702
2011-10-12,8366.7676
2011-10-19,8349.644
2011-10-26,8383.3672
2011-11-02,8409.3448
2011-11-09,8390.3121
2011-11-16,8402.5556
2011-11-23,8393.3976
2011-11-30,8405.1084
2011-12-07,8412.0948
2011-12-14,8435.4613
2011-12-21,8403.3847
2011-12-28,8435.7789
2012-01-04,8488.3481
2012-01-11,8484.2279
2012-01-18,8457.0371
2012-01-25,8479.4731
2012-02-01,8555.3857
2012-02-08,8558.8668
2012-02-15,8554.6315
2012-02-22,8542.3043
2012-02-29,8575.9596
2012-03-07,8583.2897
2012-03-14,8629.5861
2012-03-21,8602.8871
2012-03-28,8596.31
2012-04-04,8650.2972
2012-04-11,8638.5448
2012-04-18,8612.7666
2012-04-25,8662.3353
2012-05-02,8674.4509
2012-05-09,8673.9229
2012-05-16,8681.3837
2012-05-23,8678.2606
2012-05-30,8635.9177
2012-06-06,8732.3032
2012-06-13,8745.9508
2012-06-20,8708.438
2012-06-27,8744.8204
2012-07-04,8791.3983
2012-07-11,8785.6805
2012-07-18,8771.5644
2012-07-25,8846.5724
2012-08-01,8827.5546
2012-08-08,8863.8509
2012-08-15,8874.299
2012-08-22,8876.5711
2012-08-29,8877.0195
2012-09-05,8923.0956
2012-09-12,8905.6798
2012-09-19,8900.4608
2012-09-26,8942.147
2012-10-03,8982.7572
2012-10-10,8969.3146
2012-10-17,8978.1985
2012-10-24,8985.6698
2012-10-31,9054.155
2012-11-07,9086.8927
2012-11-14,9132.9775
2012-11-21,9109.3355
2012-11-28,9105.0546
2012-12-05,9187.6621
2012-12-12,9202.6602
2012-12-19,9241.0597
2012-12-26,9307.5977
2013-01-02,9325.4405
2013-01-09,9257.057
2013-01-16,9246.6975
2013-01-23,9256.3623
2013-01-30,9241.9899
2013-02-06,9268.6841
2013-02-13,9272.856
2013-02-20,9243.4713
2013-02-27,9267.1117
2013-03-06,9284.8791
2013-03-13,9309.1826
2013-03-20,9304.2623
2013-03-27,9394.2452
2013-04-03,9363.9089
2013-04-10,9349.5562
2013-04-17,9363.2277
2013-04-24,9354.9172
2013-05-01,9384.676
2013-05-08,9362.4629
2013-05-15,9391.5115
2013-05-22,9402.8144
2013-05-29,9389.1657
2013-06-05,9429.9858
2013-06-12,9447.4383
2013-06-19,9401.3005
2013-06-26,9432.0528
2013-07-03,9441.9433
2013-07-10,9448.0531
2013-07-17,9504.5426
2013-07-24,9510.9039
2013-07-31,9514.8219
2013-08-07,9505.4098
2013-08-14,9538.0308
2013-08-21,9520.3061
2013-08-28,9556.6331
2013-09-04,9566.0215
2013-09-11,9557.675
2013-09-18,9588.8186
2013-09-25,9626.6985
2013-10-02,9659.062
2013-10-09,9641.7901
2013-10-16,9725.3919
2013-10-23,9697.6838
2013-10-30,9695.1332
2013-11-06,9675.4938
2013-11-13,9704.3431
2013-11-20,9716.0106
2013-11-27,9776.5055
2013-12-04,9768.5711
2013-12-11,9776.1357
2013-12-18,9774.1916
2013-12-25,9848.9721
2014-01-01,9845.912
2014-01-08,9837.5547
2014-01-15,9865.0333
2014-01-22,9882.6321
2014-01-29,9878.5533
2014-02-05,9889.2164
2014-02-12,9930.9462
2014-02-19,9958.4718
2014-02-26,9914.7273
2014-03-05,9967.1108
2014-03-12,9988.3871
2014-03-19,10005.6353
2014-03-26,10002.9934
2014-04-02,10013.4338
2014-04-09,10063.6588
2014-04-16,10069.7154
2014-04-23,10076.8266
2014-04-30,10144.2658
2014-05-07,10111.1141
2014-05-14,10130.8626
2014-05-21,10150.543
2014-05-28,10167.2263
2014-06-04,10153.5783
2014-06-11,10161.3363
2014-06-18,10140.2492
2014-06-25,10198.2377
2014-07-02,10185.4531
2014-07-09,10212.4737
2014-07-16,10236.4261
2014-07-23,10236.966
2014-07-30,10214.6164
2014-08-06,10183.1767
2014-08-13,10186.5485
2014-08-20,10224.3804
2014-08-27,10254.8428
2014-09-03,10328.9293
2014-09-10,10308.1765
2014-09-17,10335.5432
2014-09-24,10364.3908
2014-10-01,10314.7601
2014-10-08,10274.4723
2014-10-15,10301.3317
2014-10-22,10308.3417
2014-10-29,10272.8975
2014-11-05,10317.7723
2014-11-12,10388.3335
2014-11-19,10346.1232
2014-11-26,10443.702
2014-12-03,10422.6622
